DATE,unemployment_rate
2011-03-01,9.32320631180999
2011-04-01,8.7944799582979
2011-05-01,8.86290482406085
2011-06-01,9.46311317110854
2011-07-01,9.44381676600524
2011-08-01,9.17998968540485
2011-09-01,8.87496168125617
2011-10-01,8.58363833398082
2011-11-01,8.28157774270468
2011-12-01,8.37322704142782
2012-01-01,8.95413070114793
2012-02-01,8.83887000095577
2012-03-01,8.49154391707583
2012-04-01,7.83666044329551
2012-05-01,7.99233648796462
2012-06-01,8.49623099527277
2012-07-01,8.62984723854289
2012-08-01,8.27041680786174
2012-09-01,7.65504731754044
2012-10-01,7.63552292684905
2012-11-01,7.44711244133052
2012-12-01,7.73944744466965
2013-01-01,8.6086536038521
2013-02-01,8.20233144726975
2013-03-01,7.73448596088714
2013-04-01,7.21508105452759
2013-05-01,7.39560089257252
2013-06-01,7.91745545843906
2013-07-01,7.83130108535442
2013-08-01,7.48648630364041
2013-09-01,7.10402541078737
2013-10-01,7.06024982632031
2013-11-01,6.71878085484519
2013-12-01,6.54824174546847
2014-01-01,7.1550791890819
2014-02-01,7.18445675004774
2014-03-01,6.9073389203678
2014-04-01,5.94044529435869
2014-05-01,6.12303057444123
2014-06-01,6.38967114062384
2014-07-01,6.61970982277362
2014-08-01,6.29044556760441
2014-09-01,5.83338417630988
2014-10-01,5.61331263079727
2014-11-01,5.57088744588745
2014-12-01,5.43650496793455
2015-01-01,6.18760173629951
2015-02-01,5.89156218231108
2015-03-01,5.66646555990157
2015-04-01,5.16808457357888
2015-05-01,5.41366616509028
2015-06-01,5.5497228147841
2015-07-01,5.64882744440958
2015-08-01,5.26106876391795
2015-09-01,4.91373884087202
2015-10-01,4.93084543229191
2015-11-01,4.8832257455898
2015-12-01,4.8815660905017
2016-01-01,5.34659201918737
2016-02-01,5.28771384136858
2016-03-01,5.19820843639281
2016-04-01,4.76308608285785
2016-05-01,4.63385273858089
2016-06-01,5.14885746673826
2016-07-01,5.17231125061953
2016-08-01,5.05516416323275
2016-09-01,4.86137460475953
2016-10-01,4.71538768453252
2016-11-01,4.47592143485329
2016-12-01,4.54323921940407
2017-01-01,5.21301949443016
2017-02-01,4.97551603132881
2017-03-01,4.58007143474762
2017-04-01,4.12975421301539
2017-05-01,4.15563332490586
2017-06-01,4.5503635022653
2017-07-01,4.67675919609592
2017-08-01,4.59729858320998
2017-09-01,4.12882243287193
2017-10-01,3.92121766569879
2017-11-01,3.96832765229386
2017-12-01,3.96066612110204
2018-01-01,4.54790043246906
2018-02-01,4.44563047302773
2018-03-01,4.17655903767015
2018-04-01,3.74506836550598
2018-05-01,3.59957008248877
